,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,median,mean,pop,b19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
2206,position15,0,0,0,0,0,,Man,False,Caucasian,1.0,1.0,22.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,position6,0,0,0,0,0,,Woman,False,Caucasian,1.0,3.0,23.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,position20,0,0,1,25,0,45000.0,Man,False,Caucasian,2.0,7.0,31.0,False,False,Master's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,position14,0,0,0,0,0,66000.0,Man,False,Caucasian,1.0,1.0,42.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,position19,0,0,0,0,0,,Woman,False,Caucasian,1.0,3.0,22.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,position9,0,0,0,0,0,,Man,True,African American,1.0,5.0,26.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,position15,0,0,0,0,0,,Woman,False,Asian American,2.0,4.0,24.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,position25,0,0,0,0,0,35000.0,Man,False,Caucasian,2.0,2.0,47.0,False,False,No College Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,position4,0,0,0,30,0,46000.0,Woman,False,Caucasian,1.0,4.0,27.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,position25,0,0,0,0,0,48000.0,Man,False,Caucasian,3.0,3.0,59.0,False,False,No College Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,position25,0,0,0,0,0,28000.0,Man,False,Caucasian,1.0,1.0,23.0,False,False,No College Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,position27,0,0,1,13,0,45000.0,Woman,False,Caucasian,1.0,1.0,27.0,False,False,Master's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,position10,0,0,0,0,0,34000.0,Woman,False,Caucasian,3.0,3.0,45.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,position20,4,0,1,50,0,56000.0,Man,False,Caucasian,5.0,9.0,36.0,False,False,Master's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,position6,2,2,3,150,0,56000.0,Woman,False,Caucasian,4.0,4.0,35.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,position4,1,0,1,75,0,54000.0,Woman,False,Caucasian,2.0,13.0,33.0,False,False,Bachelor's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,position6,0,0,1,53,0,45000.0,Woman,False,Caucasian,2.0,8.0,29.0,False,False,Master's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,position10,0,0,0,0,0,48000.0,Woman,False,Caucasian,1.0,27.0,60.0,False,False,No College Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,position6,0,0,1,25,0,45000.0,Man,False,Caucasian,3.0,3.0,35.0,False,False,Master's Degree,22,13,12,500,1,5400000.0,Pullman,WA,99164,United States,one,27679.0,Public Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,position15,2,5,0,5,2,60007.0,Man,False,Caucasian,3.0,17.0,39.0,False,False,Master's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2153,position15,0,0,0,0,0,29112.0,Man,True,Hispanic,8.0,8.0,45.0,False,False,No College Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2166,position22,0,0,0,4,0,50550.0,Woman,False,Caucasian,7.0,7.0,62.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2167,position7,0,0,0,0,0,48067.0,Woman,False,Caucasian,3.0,3.0,30.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2154,position1,5,2,0,0,0,85234.0,Woman,False,Caucasian,24.0,32.0,62.0,False,False,Master's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2152,position10,0,0,0,0,0,28240.0,Woman,False,Biracial,2.0,2.0,50.0,False,False,No College Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2150,position11,0,0,0,30,0,49440.0,Man,False,Caucasian,2.0,7.0,33.0,False,False,Master's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2155,position17,0,3,0,4,3,57485.0,Man,False,Caucasian,11.0,11.0,42.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2151,position17,0,0,0,0,0,16000.0,Man,True,Caucasian,11.0,11.0,32.0,False,False,No College Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2165,position17,0,0,0,60,0,33000.0,Woman,False,Hispanic,1.0,1.0,23.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2164,position9,0,0,0,40,0,39140.0,Woman,False,Caucasian,1.0,1.0,24.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2163,position24,0,0,1,12,0,50383.0,Woman,False,Caucasian,3.0,3.0,55.0,False,False,Master's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2162,position6,0,0,1,60,0,44540.0,Man,False,Caucasian,11.0,11.0,55.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2161,position4,0,0,0,50,0,41676.0,Woman,False,Caucasian,2.0,2.0,25.0,False,False,Bachelor's Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
2160,position15,0,0,0,0,0,48000.0,Man,False,Caucasian,11.0,11.0,62.0,False,False,No College Degree,10,8,3,268,2,4811140.0,Bellingham,WA,98225,United States,one,14833.0,Public Institution,"37,035","47,829","46,172",34920.0,7.121566099999999,6.4754287470000005,92.8784339,93.52457125,37.79908161,43.266938399999994,8.031456114,6.397647286000001,13.96175149,60.52879089,797.0,8.45812474,7554.0,10.0,0.0,0.0,27.0,29.0,9.0,0.0,23.0,87.0,7.0,0.0,25.0,47.0,222.0,86.0,266.0,447.0,1295.0,1126.0,1803.0,832.0,774.0,311.0,128.0,22576.0,1006.0,923.0,755.0,530.0,1653.0,1297.0,1351.0,2648.0,2169.0,1524.0,1142.0,1166.0,1170.0,1089.0,1283.0,351.0,517.0,278.0,510.0,353.0,277.0,256.0,328.0,23167.0,881.0,618.0,653.0,658.0,2417.0,1109.0,1350.0,2478.0,1817.0,1174.0,1269.0,1083.0,852.0,1274.0,1402.0,548.0,667.0,505.0,413.0,367.0,251.0,589.0,792.0,3.558767385,53.13640778,46.86359222,56.56077348,36.36912983
